id,theme,data_display_name,keep,description,keywords,exists,reference,reference table/fig/pgno,provider,url,kpi_domain,kpis,data_original_name,data_web_anchor,earliest_year,latest_year,format,update_frequency,coverage,geographical_level,geog_level2,access_level,licence,ki_publictransportaccessibility,ki_coveragebycyclingfacilities,ki_coverageofthedrainagesystem,ki_parkingmanagement,ki_reductionofprivatevehicles,ki_declineinaccidents,ki_walkingandcycling,ki_publictransportridership,ki_lastmileuseofintermediatepublictransport,ki_walkability,ki_supplyofpublictransportvehicles,ki_xnokpi,ki_localtrafficflow,ki_organisedroaduse,ki_traineddrivers,ki_transportrelatedinvestment,ki_motorvehicletrafficreduction,kd_publictransportsupply,kd_safetyandcomfort,kd_effectiveenforcement,kd_xnokpidom,kd_sustainablemobility,kd_inclusivemobility,kd_healthandsafety,kd_sustainabletransportfunding,format2,editable,update_freq2
72,Demographic Profile,"Number And Percentage Of Scheduled Castes And Scheduled Tribes Population In Sub-Districts, 2011",TRUE,"Name of Sub-District, Total/ Rural/ Urban, Total population, Total scheduled castes population, Total scheduled tribes population, Percentage of scheduled castes population to total population, Percentage of scheduled tribes population to total population","Scheduled Castes/tribes, Sub-district Demographics",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",T13_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2011,xls,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
73,Demographic Profile,"Number And Percentage Of Scheduled Castes And Scheduled Tribes Population In Towns, 2011",TRUE,"Name of town, Total Population, Total scheduled castes population, Total scheduled tribes population, Percentage of scheduled castes population to total population, Percentage of scheduled tribes population to total population","Town Caste, Tribe Population, Urban Demographics",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",T17_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2011,xls,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
74,Demographic Profile,sex ratio among scheduled castes and tribes,TRUE,"Name of town, Scheduled castes sex ratio, Scheduled tribes sex ratio","gender, sex, sex ratio",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",T19_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2011,xls,,Jaipur District,district level,cd block / town,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
77,Demographic Profile,"Literacy, Total And By Sex Or Scheduled Caste",TRUE,"Name  of town, Number of literates and illiterates, Literacy rate and Gap in male-female literacy rate ","literacy, gender, sex, caste",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",T23_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2011,xls,,Jaipur District,district level,cd block / town,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
84,Demographic Profile,"Main, marginal and non-workers by sex",TRUE,"Name of  town, Persons/ Males/ Females, Total population, Main workers, Marginal workers and Non workers (Number & Percentage)","workers, gender, sex",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",T32_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2011,xls,,Jaipur District,district level,cd block / town,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
87,Demographic Profile,Economic activity by sex,TRUE,"Name of town, Persons/ Males/ Females, Total population, Total workers (main + marginal workers), Category of workers: Cultivators, Agricultural labourers, Household industry workers, Other workers in Number & Percentage","economic activity, gender, sex",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",T35_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2011,xls,,Jaipur District,district level,cd block / town,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
88,Demographic Profile,"Schools/ Colleges Per 10,000 Population In Towns, 2011",TRUE,"Name of the town, Type of educational institution (Approx. numbers) of Primary, Middle, Secondary / matriculation, Senior secondary, and College","Town Educational Institutions, School and College Distribution",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",T42_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2011,xls,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
89,Demographic Profile,"Proportion Of Slum Population In Towns, 2011",TRUE,"Name of the town having slum, Total population , Slum population, Percentage of slum population to total population","Town Slum Statistics, Slum Population Percentage",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",T44_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2011,xls,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
90,Demographic Profile,Status And Growth History Of Towns In Jaipur,TRUE,"Class, name and civic status of town, Location Code No., Name of Taluk/ Tahsil/ Police Station/Islands etc., Name of CD block, Area(sq. Km.), Number of households including houseless households (2011 Census), Scheduled Castes Population (2011 Census), Scheduled Tribes Population (2011 Census), Status and Growth History(1901-2011), Density        (2011 Census) and Sex ratio","Town Demographic, Census and Civic Information",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",Town Statement-I_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2009,xls,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
93,Economy,Occupational Structure,TRUE,"Derived occupational structure from Primary Census Abstract, Census of India, 2001
","Occupational Structure
",yes,"JDA (2011) Master Development Plan 2025, vol1","Table 2-12, pg.59","Directorate of Census Operations, Rajasthan",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,,,,,,2001,printed table,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
94,Economy,Workers Profile,TRUE,"Work Force Participation Rate, Jaipur District, 2001","Work force, Jaipur district",yes,"JDA (2011) Master Development Plan 2025, vol1","Table 2-13, Table 2-14, Table 2-15, pg.60-61","Directorate of Census Operations, Rajasthan",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,,,,,,2001,printed table,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
95,Economy,Market Economies,TRUE,Annual Income (Rs. in lacs) Main Market /Sub Market from 1999-2000 to 2006-07- Jaipur region,"Annual Income, Main Market/Sub Market, Jaipur Region",yes,"JDA (2011) Master Development Plan 2025, vol1","Table 3-10, pg.148","Office, Krishi Upaj Mandi, Jaipur.",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,,,,,1999,2007,printed table,,Jaipur Region,regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
96,Economy,Socio-Economic Potential,TRUE,"A socio economic potential map has been arrived at based upon the economic and facility & service potential in the villages. 
",Economic facility,yes,"JDA (2011) Master Development Plan 2025, vol1",Map 2-17 (pg. 69),JDA,https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,,,,,,2001,map image,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,printed map,FALSE,unknown
97,Economy,Proposed Tourism Circuits In The Jaipur District,TRUE,Proposed tourism circuits in Jaipur District ,"Tourism, Jaipur district",yes,"JDA (2011) Master Development Plan 2025, vol1","Map 2-36 , pg. 112",JDA,https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,,,,,,2001,map image,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,printed map,FALSE,unknown
98,Economy,Industrial Areas Of Riico In Jaipur Region,TRUE,RIICO industrial zones in Jaipur Region.,"RIICO, Jaipure region",yes,"JDA (2011) Master Development Plan 2025, vol1","Map 3-4, pg. 143",JDA,https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,,,,,,2001,map image,,Jaipur Region,regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,printed map,FALSE,unknown
99,Economy,Tourist Arrivals,TRUE,Location-wise Tourist Arrival Statistics (in million),"Tourist  Statistics, Location-wise",yes,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1","Table 2-11, p.g 2-25","Office of statistics, Department of Tourism, Rajasthan",Document not yet published,,,,,,2016,printed table,,Jaipur Region,regional level,region,private,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
100,Environment,"Physical Aspects And Location Of Towns, 2009",TRUE,"Name of town, Physical aspects(Rainfall & Temperature), Name of and road distance (in kms.) from (State HQ, District HQ, Sub-Division/ Taluk/ Tahsil / Police station/ Development  Block/ Island HQ, Nearest city with population of one lakh and more, Nearest city with population of five lakh and more) Railway station and Bus route","Transport Information, Town Connectivity, Climate",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",Town Statement-II_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2009,xls,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
101,Environment,Air Quality Index (Caaqms),TRUE,"Levels of PM2.5, PM10, NO2, CO, O3","Air Quality Index, CAAQMS, PM2.5, PM10, NO2, CO, O3",yes,Rajasthan State Pollution Control Board (2024),,RSPCB,https://environment.rajasthan.gov.in/content/environment/en/rajasthan-state-pollution-control-board/EnvironmentalReport/DownloadableAirQualityIndexCAAQMS.html,sustainable mobility,,,,2017,2020,xlsx,Every Year,CAAQMS Station,caaqms station,discrete locations,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,Every Year
102,Environment,Noise Quality Bulletin Of Rajasthan State,TRUE,Decibel levels in different zones,"Noise quality, Rajasthan, decibel levels",yes,Rajasthan State Pollution Control Board (2024),,RSPCB,https://environment.rajasthan.gov.in/content/environment/en/rajasthan-state-pollution-control-board/NoiseQualityBulletin.html,sustainable mobility,,,,Jan-24,2024,printed table,Every Month,Jaipur Region,stations,discrete locations,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,printed table,FALSE,Every Month
103,Environment,Air Quality (Cpcb),TRUE,"PM2.5,PM10,NO,NO2,NOx, NH3,SO2, CO, Ozone,Benzene, Toluene, Xylene, O Xylene, Eth-Benzene, MP-Xylene, AT, RH,WS,WD,RF,TOT-RF, SR,BP, VWS for 1day,8hours, 1 hour and 15min time stamps","Air quality, CPCB, PM2.5, PM10, NO2, CO, O3",yes,Cental Pollution Control Board (2024) Central Control Room for Air Quality Management,,CPCB,https://airquality.cpcb.gov.in/ccr/#/caaqm-dashboard-all/caaqm-landing/caaqm-data-repository,sustainable mobility,,,,2017,2023,csv,Every 15 min,Jaipur Region,points,discrete locations,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,csv,TRUE,Every 15 min
104,Environment,Natural Landscape Jaipur,TRUE,"Area of natural features like lake,forest,ecologically sensitve area of JDA region","Natural Feature, JDA region",yes,"JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue",,"CDO- Ajay Kumar, Jaipur Nagar Nigam",https://smartcities.data.gov.in/catalog/natural-landscape-jaipur,,,,,,2019,csv,,Jaipur Development Authority (2018),regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csv,TRUE,unknown
105,Environment,Climate Outlook Of Jaipur City,TRUE,Climatic details like Temperature and Rainfall statistics of Jaipur City.,"Climate, Temperature, Rainfall",yes,"JDA (2011) Master Development Plan 2025, vol1","Table 3-25, pg.191",JDA,https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,sustainable mobility,,,,,2011,printed table,,Jaipur Development Authority (2018),regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
106,Environment,Open Series Map (Scale: 1:50000),TRUE,Open series map image in Scale: 1:50000 based on sheet no. (not georeferenced),"open series, map",yes,Survey of India (2024) Online Maps Portal,,Survey of india,https://onlinemaps.surveyofindia.gov.in/FreeMapSpecification.aspx,,,,,,2011,map image,,India,national level,spatial grid,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed map,FALSE,unknown
107,Intermediate Public Transport,Intermediate Public Transport Facilities,TRUE,Issues with IPT Facilities,IPT,yes,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1",Figure 3-14 pg 3-52,JDA,Document not yet published,inclusive mobility,Last-mile use of intermediate public transport,,,,2018,pie chart,,Jaipur Development Authority (2018),regional level,region,private,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,chart,FALSE,unknown
108,Land Use,Land Utilization Of Jaipur District,TRUE,Land utilization of different landuse for Jaipur District,"Land Utilization, Land Use, Jaipur District",yes,"JDA (2011) Master Development Plan 2025, vol1","Table 2-5, Chart 2-1, pg.48",JDA,https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,,,,,,2001,"printed table, pie chart",,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
109,Land Use,Base Map,TRUE,"Information about Region Boundary, Contour, Railways, National Highway, State Highway, City Road-Major, City Road-Minor, Unmetalled roads, River Course/Nallah/Waterbody, Walled City","Region Boundary, Infrastructure , Geographical Features, walled city",yes,"JDA (2011) Master Development Plan 2025, website",Mapbook 1,JDA,https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Mapbook1.pdf,,,,,,2009,pdf,,Jaipur Development Authority (2018),regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vector map,FALSE,unknown
110,Land Use,Generalised Existing Land Use Map,TRUE,Generalised existing land use for Jaipur U1 Area.,"Existing Land Use, Jaipur, U1 Area",yes,"JDA (2011) Master Development Plan 2025, website",Mapbook 2,JDA,https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Mapbook2.pdf,,,,,,2009,pdf,,Jaipur Development Authority (2018),regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vector map,FALSE,unknown
111,Land Use,Land Utilization Map,TRUE,Land Utilization of Jaipur Region,"Land Utilization, Land Use, Jaipur Region",yes,"JDA (2011) Master Development Plan 2025, website",Mapbook 3,JDA,https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Mapbook3.pdf,,,,,,2009,pdf,,Jaipur Development Authority (2018),regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vector map,FALSE,unknown
112,Land Use,Land Use Plan,TRUE,Proposed land use plan 2025 for Jaipur U1 Area.,"Proposed land use, U1 area",yes,"JDA (2011) Master Development Plan 2025, website",Mapbook 4,JDA,https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Mapbook4.pdf,,,,,,2025,pdf,,Jaipur Development Authority (2018),regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,vector map,FALSE,unknown
113,Private Vehicles,No. Of Households Having Bicycle,TRUE,Number and percentage of households having bicycle.,Bicycle,yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur","Table -9, pg-569","Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069,inclusive mobility,Walking and cycling,,,,2011,printed table,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,printed table,FALSE,unknown
114,Private Vehicles,No. Of Households Having Scooter/Motorcycle/Moped,TRUE,Number and percentage of households havingScooter/Motorcycle/Moped.,"Scooter, motorcycle, Moped",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur","Table -9, pg-569","Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069,sustainable mobility,Reduction of private vehicles,,,,2011,printed table,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
115,Private Vehicles,No. Of Households Having Car/Jeep/Van,TRUE,Number and percentage of households having Car/Jeep/Van.,"car, Jeep, Van",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur","Table -9, pg-569","Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069,sustainable mobility,Reduction of private vehicles,,,,2011,printed table,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
116,Private Vehicles,Vehicle Registrations Data Jaipur,TRUE,"city name, the no. of registrations of buses, four-wheelers, two-wheelers, Goods Carrier Vehicles, Light Motor Vehicles, and miscellaneous others","vehicle registration, jaipur",yes,"JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue",,"CDO- Ajay Kumar, Jaipur Nagar Nigam",https://smartcities.data.gov.in/catalog/vehicle-registrations-data-jaipur,sustainable mobility,Reduction of private vehicles,,,2015,2018,csv,,Jaipur City,city level,city,open,not known,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,csv,TRUE,unknown
117,Private Vehicles,Vehicle Ownership Information,TRUE,Details of Vehicle Ownership in JMC and JDA,"Vehicle ownership, JMC, JDA",yes,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1",Figure 3-8 pg 3-34,JDA,Document not yet published,sustainable mobility,Reduction of private vehicles,,,,2018,pie chart,,Jaipur City,city level,city,private,not known,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,chart,FALSE,unknown
118,Private Vehicles,Registration Of Vehicles In Jaipur District,TRUE,Registration of Vehicles in Jaipur District in yearly basis from 1990-2007,"Vehicle Registration, Jaipur District",yes,"Master Development Plan 2025 (2011), vol1","Table 2-30, pg. 94","Transport Department, Govt. of Rajasthan",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,sustainable mobility,Reduction of private vehicles,,,1990,2007,printed table,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
